,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
4037,CNNM1,0.416904861,0.389748298
10100,GPALPP1,0.416876982,0.392867123
44344,DOK6,0.416805851,0.373660519
1065,SMAD7,0.416757964,0.377568087
12465,MPP2,0.416756311,0.389450399
5805,KIF22,0.416632224,0.387674835
659,FAM106A,0.416622592,0.820006465
74407,TRIM49,0.416622592,0.820006465
48582,VPS9D1,0.416491247,0.380831958
7386,SUZ12,0.416303066,0.425368443
5002,MAPT,0.416290529,0.382344259
65985,RNF214,0.416220542,0.386525364
2006,FXYD6,0.416138626,0.388309609
30751,PNMA2,0.416126583,0.381161092
25995,SNORA77B,0.416121612,0.405830142
6015,OTOGL,0.416017665,0.423203569
6206,CTCFL,0.415993471,0.411781865
7860,AMPD2,0.415976236,0.377735353
34810,FOXN4,0.415824485,0.397412807
60914,UBE2G1,0.415811955,0.382639186
2689,EIF4E2,0.415718044,0.393719113
10856,PMS2CL,0.415543199,0.541961117
28616,ADGRG4,0.415543199,0.541961117
64827,CHST14,0.415466212,0.391667337
5527,LOC283028,0.415436378,0.38561791
3927,KIR3DX1,0.415413867,0.475380115
39124,LINC01992,0.415413867,0.475380115
68263,IMPA2,0.415386947,0.374853463
39754,MIR323A,0.415363582,0.450544705
13035,MCF2L,0.415320239,0.424240216
15110,APOC1P1,0.415308932,0.406200227
15119,CACNG8,0.415300735,0.403597807
26745,FRMD8,0.415300735,0.403597807
62947,ADPRHL2,0.415279789,0.387443638
69351,NFATC2IP,0.415273804,0.380957187
15219,ETV2,0.415070132,0.395058607
24916,GNAO1,0.415005892,0.381214732
51270,BAP1,0.41493895,0.381438905
18031,PINK1-AS,0.414756922,0.42206942
14301,PPP1R1A,0.414754613,0.388527965
26459,ERCC6,0.414656684,0.383547544
11378,SLC39A12,0.414593049,0.457644889
38388,HTATSF1,0.414371436,0.384927205
21073,TMEM185A,0.414270279,0.394092268
54773,MIR663A,0.414162148,0.369616599
56383,KCNJ14,0.414031066,0.41513722
63076,WDR37,0.413955197,0.391941655
32529,LYNX1-SLURP2,0.413858473,0.385688911
5092,ZNF488,0.4137819,0.386017908
10252,PHKA2-AS1,0.413758514,0.421113708
48311,FCN2,0.413671929,0.444442169
14331,MPHOSPH6,0.413637289,0.392577183
7908,BCL7B,0.41362141,0.382893986
4023,VEGFA,0.413611802,0.379764719
23232,MYDGF,0.413542174,0.395649291
185,WDR27,0.413341562,0.388750795
8469,RBP5,0.413341562,0.388750795
4041,SYNE3,0.413328864,0.43501865
31005,MT1HL1,0.413328864,0.43501865
12768,OR7E37P,0.413286749,0.579362659
12220,TBCB,0.413218886,0.38137805
60128,RPL23,0.413194365,0.412686745
21036,REXO1,0.413147058,0.390375157
39753,EMILIN3,0.413147058,0.390375157
59944,INSYN1,0.413122911,0.389210441
63345,FAM71A,0.4131054,0.442758714
46323,CACNA1F,0.412948277,0.420298724
2871,PCDHB15,0.412763972,0.513721063
9417,AKR1C1,0.412763972,0.513721063
7278,PIGT,0.412670552,0.412584939
7499,MED9,0.412670552,0.412584939
33055,MFSD4A-AS1,0.412670552,0.412584939
25723,IRF9,0.412657597,0.391667337
21218,MIR663AHG,0.412633439,0.371381832
8800,TRIM17,0.412564278,0.400496246
1298,HLA-DQB2,0.412551294,0.452121996
24984,FAM167A,0.412498986,0.386487693
51181,B4GALT7,0.41248895,0.399562694
63556,TIGD1,0.412458953,0.399183394
45777,OTUD1,0.412413017,0.380718471
65764,LOC401261,0.412339727,0.387396697
11624,TYMSOS,0.412265823,0.381308018
11784,SNORA21,0.412228361,0.405743395
6151,RPRD1B,0.412184357,0.394497655
10187,STARD8,0.412165227,0.400025031
49645,CTNS,0.412126467,0.388045584
6338,BCL2L11,0.412091212,0.381475981
15477,ARHGAP1,0.411880014,0.394980907
67649,NDUFB10,0.411841523,0.39523969
2447,TOMM5,0.411779953,0.406053813
8903,TTC21A,0.411735826,0.385688911
17828,PSMB6,0.411713273,0.42198119
57196,VSIG8,0.411713273,0.42198119
30563,BSN,0.411647663,0.389447551
8767,RETREG2,0.411437633,0.387442481
28505,ELOVL2-AS1,0.411386172,0.396064428
27064,LINC00856,0.411380199,0.446712018
52462,CNTN3,0.411380199,0.446712018
49802,MANSC1,0.411247329,0.396532867
9345,ZNF717,0.411158451,0.495503698
30536,MIR4494,0.411158451,0.495503698
33615,LOC100130964,0.411158451,0.495503698
45736,LINC00671,0.411158451,0.495503698
18320,CMPK1,0.41115279,0.388111729
4057,ZNF584,0.410940972,0.388473319
28379,LINC02101,0.41079845,0.434638848
6223,TOM1L2,0.410795598,0.383734599
36277,TMEM201,0.410767998,0.393197274
7790,MCM3AP-AS1,0.410706491,0.383959527
4419,PFKM,0.410697655,0.393170224
10128,RPL3L,0.410667672,0.413805087
43155,ELOVL2,0.410619124,0.393138866
30313,MIR4732,0.410529469,0.465162451
37841,LINC02182,0.410529469,0.465162451
55299,KRT71,0.410529469,0.465162451
17909,MIR4999,0.410303546,0.383736597
6108,LONP1,0.410243481,0.389902705
22014,NPTX2,0.410197549,0.391483575
6648,CABP1,0.410135409,0.411688491
48414,SEMA3B-AS1,0.409954915,0.39552469
19822,CDK16,0.409935168,0.413467998
33960,TSPAN16,0.409883463,0.443562711
8947,ZNF276,0.409874606,0.391820329
20810,SLC39A5,0.409762653,0.41890771
51433,PPP5C,0.409551381,0.39672474
4893,ATP11A-AS1,0.409376219,0.440448321
29891,NUTM2A-AS1,0.4093744,0.404986691
32554,SHB,0.40937351,0.388464391
54585,PYURF,0.409237536,0.393981453
12408,DHX34,0.409169959,0.405248977
3421,FADS1,0.409048976,0.385497381
48019,MIR623,0.408832413,0.449098758
47184,ALKBH5,0.408826565,0.387795968
66454,CENPBD1,0.408743681,0.406377884
1736,IL18BP,0.408630802,0.424240216
51343,INE2,0.408562779,0.469795554
7078,LINC00606,0.408526032,0.408337141
47958,MAPKAPK2,0.40848477,0.390126497
29053,MAF,0.408250848,0.38923456
35688,EFNB3,0.408161948,0.389814297
36424,WNT7A,0.408153501,0.397189002
5255,PLCB3,0.408016022,0.388747309
30612,SHF,0.407998658,0.391973941
61670,IFITM5,0.407961542,0.4109103
50452,TMEM240,0.407951352,0.393724902
58616,UCA1,0.407756022,0.56941981
2182,EIF1AD,0.407724188,0.412584939
43867,GSC2,0.407724188,0.412584939
18164,LOC284240,0.407580893,0.426032444
4910,MAPK6-DT,0.407491416,0.389398925
13984,JMJD4,0.407463757,0.39372555
4887,CARD9,0.407427997,0.412402198
12321,MIR124-3,0.407269841,0.392778908
12301,SNORD24,0.407193158,0.405565522
71251,DISP2,0.407173665,0.400435887
40126,ANP32D,0.407032122,0.496969994
64680,RPS6KA6,0.406828727,0.391277519
39456,LINC02605,0.406623959,0.481606341
43392,LINC02451,0.406623959,0.481606341
71069,LINC02402,0.406623959,0.481606341
4943,ZBTB16,0.406494629,0.416701931
5389,SRC,0.406409866,0.401758577
31741,WAC-AS1,0.406259418,0.386580449
13544,PABPN1,0.406203027,0.387749001
7470,LINC01734,0.406179509,0.443427937
29267,MFSD3,0.406110678,0.389246823
37217,NUFIP1,0.406076859,0.401512231
4809,LRRC56,0.406046348,0.387734615
15624,DRC3,0.405990176,0.389107371
74461,MPL,0.40594213,0.436856534
20525,RPL26,0.405918599,0.404711055
65484,MIR5004,0.405860587,0.43445939
68294,TONSL,0.405831664,0.400422525
35658,MIR5587,0.405565113,0.419489731
2868,CCNQ,0.405503137,0.411560068
11467,MIR6848,0.405433456,0.400839952
42823,BSN-DT,0.405403771,0.401846162
9808,ARMCX6,0.405012819,0.398285168
10257,UBA52,0.404953775,0.406377884
17592,ALDH3A1,0.404747258,0.439896522
49829,MIR6806,0.404644079,0.462574548
6021,ADCY9,0.404571396,0.398104183
20123,KRTAP10-6,0.404472231,0.477464574
23278,MICALL2,0.404336966,0.389482711
22441,PRB3,0.404334859,0.488633923
64215,OR6C1,0.404334859,0.488633923
104,,0.404332257,0.390615603
64461,LINC01970,0.404323452,0.398128355
26283,KIF5A,0.404295419,0.402050179
790,CCL15,0.404128976,0.536978256
42758,MIR523,0.404128976,0.536978256
33086,LOC729966,0.403850148,0.427518265
53187,PHF23,0.403837875,0.392604536
49398,MIR570HG,0.403786307,0.518182082
4578,MUC1,0.403775094,0.394846248
32354,LOC645485,0.40374386,0.389149826
34124,FAM87A,0.403572386,0.444322743
61316,SNORD157,0.403572386,0.444322743
6014,RNF216P1,0.403531782,0.408492958
751,SPNS1,0.403437263,0.406022119
32443,RPS21,0.40335231,0.412173063
13194,FOXG1,0.403337898,0.389490939
264,RNH1,0.403206862,0.392528823
735,HDLBP,0.403154528,0.412320316
6538,CCL22,0.40314519,0.4521773
5570,FAM219A,0.403113266,0.395327969
41507,FRYL,0.403054069,0.387137912
29638,SPRYD4,0.403038473,0.419915321
27875,CCDC86,0.403009231,0.40553538
33753,LINC00304,0.402982461,0.42920495
60211,MIR4754,0.402967141,0.398797462
55854,LINC00523,0.402908165,0.420439808
51810,CLEC2B,0.402832014,0.457644889
53914,LOC101927604,0.402832014,0.457644889
15053,ABHD17A,0.402749181,0.406967545
59549,ERRFI1,0.402736738,0.402135734
19377,LARP7,0.402616128,0.393514584
9285,HOTAIR,0.402540663,0.432511081
39185,LINC02181,0.402540663,0.432511081
17801,B3GNT2,0.402540023,0.397229522
4903,RNF6,0.40239801,0.398686444
26920,PNMA8A,0.402316256,0.413998444
15590,ZNF236-DT,0.402198703,0.397178142
61459,RPS5,0.402069067,0.405465882
3618,ZMYND11,0.401795003,0.398968816
35473,MIR6845,0.401676855,0.406909534
52727,MIR410,0.40159417,0.437867511
45118,NEAT1,0.401582394,0.403159416
64659,HOXA1,0.401518392,0.406748889
18144,MIR6790,0.401435803,0.402870859
32831,RASL10B,0.401430768,0.418603814
44904,CHADL,0.4014211,0.424951247
11042,LOC729296,0.401394942,0.45908094
38006,IFNL1,0.401394942,0.45908094
73571,MIR758,0.401394942,0.45908094
45788,LOC654780,0.401218358,0.419024347
9930,SPDYE3,0.401065868,0.741647275
10168,C4B_2,0.401065868,0.741647275
28940,RPS4X,0.401062717,0.410847848
3307,DDX47,0.400913861,0.407852139
13226,PHYKPL,0.400871968,0.40685528
22674,SCARNA14,0.400798447,0.524551748
1425,RABL2B,0.400752342,0.466061084
10834,CHODL,0.400752342,0.466061084
40773,RPL23AP82,0.400752342,0.466061084
14587,SLC1A7,0.400733226,0.459295251
5223,SNORD88C,0.400265715,0.442044666
48638,MIR369,0.400265715,0.442044666
16472,ISG20L2,0.400245563,0.402406173
31901,RSBN1,0.400193063,0.396231316
7646,PIGY,0.400121378,0.403595331
9810,PIGY-DT,0.400121378,0.403595331
16673,KLK10,0.400055408,0.430827994
21624,ZNF35,0.400055408,0.430827994
44638,CNN1,0.399938112,0.414623686
5261,LOC101929829,0.399845293,0.475380115
47615,KRTAP27-1,0.399845293,0.475380115
30911,NAPA,0.399702529,0.398079661
1316,E2F6,0.399601814,0.412173063
2105,RTN3,0.399281983,0.403904993
27822,CKAP4,0.399265966,0.400585988
8784,SETD4,0.399243854,0.411383526
491,UBR1,0.399172106,0.445369035
26050,FBXL20,0.399123712,0.403242707
2469,LOC102725121,0.399007108,0.611644047
54584,DDX11L1,0.399007108,0.611644047
1243,ELAVL4,0.398733479,0.416613728
4871,SFI1,0.398733479,0.416613728
29527,SETD1B,0.398582515,0.398313454
20051,SNORA70G,0.398468255,0.521712357
55836,LOC643201,0.398468255,0.521712357
2498,WAC,0.398167007,0.397656804
31623,PCSK7,0.398117633,0.403996256
1232,PHOSPHO1,0.398091227,0.417873703
20132,GML,0.398077122,0.473342185
1814,LOC105369971,0.398037206,0.397429581
8324,C1orf137,0.397984322,0.450649138
41871,MAGEC3,0.397984322,0.450649138
14666,FXYD7,0.397637359,0.40106485
16802,RBBP8,0.397423514,0.406763248
8018,SLC22A18,0.39740495,0.406682251
26302,EIF3G,0.397310093,0.415444109
24009,NAA38,0.397257914,0.40352864
33190,SOD1,0.397195824,0.403660173
46008,UBE2J1,0.39703855,0.401371711
13256,PCED1B-AS1,0.39683649,0.482761069
68384,TXK,0.39683649,0.482761069
37008,NCK2,0.396789203,0.403715644
38627,MCL1,0.396757485,0.406514683
7530,ASIC3,0.396752418,0.42318051
3876,NINJ1,0.39664412,0.410798207
24652,MAN2B1,0.396620483,0.417145043
45856,HSFY1P1,0.396600115,0.48859196
1633,TXNRD2,0.396425985,0.441406592
51819,RBP3,0.396425985,0.441406592
57435,SLC4A1,0.396425985,0.441406592
275,TSNARE1,0.396348215,0.410807785
65631,RBPMS-AS1,0.396289125,0.407228997
17437,LAG3,0.396280455,0.418267056
4499,TYMS,0.396209801,0.403320636
37265,BCL9,0.396139505,0.406283504
2004,PRPSAP2,0.396015991,0.407133176
68332,LINC01036,0.396003266,0.456887002
52735,TIMM8A,0.395961122,0.420837183
30796,RAB6B,0.395943302,0.407061815
12845,LOC102724708,0.395887582,0.401651573
33173,TYW1B,0.395882809,0.403642436
75139,COX4I2,0.395815621,0.428417553
7634,LINC02444,0.395644631,0.483003344
8594,KLRD1,0.395644631,0.483003344
2387,PITPNA-AS1,0.395639648,0.414426838
16534,PCSK6,0.395639648,0.414426838
10497,WDR83,0.395508065,0.419753182
11940,MLC1,0.39549764,0.444322743
2315,MPIG6B,0.395426547,0.435244938
4922,MRPL20,0.39538463,0.429659351
26723,TTI1,0.395356986,0.419013879
52805,RPN1,0.395337386,0.417261687
27980,CDIP1,0.395322765,0.415930716
20073,HTR2A,0.395172597,0.438664638
63801,MIR6766,0.395158151,0.447400351
63282,CCDC185,0.395131855,0.462574548
15249,ZSCAN5B,0.395068992,0.523708012
40562,NKAIN3-IT1,0.395068992,0.523708012
69295,NANOGNB,0.395068992,0.523708012
8361,NDUFB11,0.395068308,0.411833216
11588,WNK2,0.394960379,0.415034947
25881,CORO7,0.394925774,0.416137793
49266,CORO7-PAM16,0.394925774,0.416137793
63668,NGDN,0.3948658,0.407727444
23584,SNAR-B2,0.394719264,0.70709765
39214,SNAR-B1,0.394719264,0.70709765
53034,DEFB131B,0.394719264,0.70709765
4385,MIR1910,0.394607153,0.462968945
58482,LOC100506271,0.394607153,0.462968945
26919,SFTPB,0.394593382,0.437162615
2910,PHF7,0.394580085,0.40427247
26047,AP2A1,0.394504304,0.402173785
31601,BRK1,0.394473325,0.420673097
36244,NXPH4,0.39435214,0.41129747
53661,MIR642A,0.394348489,0.463528663
33679,ARFGEF1,0.394144498,0.404645454
8344,PTGER1,0.394142778,0.414982684
29472,MANEAL,0.394142778,0.414982684
14533,ZGRF1,0.394004725,0.402320095
30607,HIP1R,0.393982474,0.412975504
11676,FADS2,0.393572352,0.400953581
31715,RGS14,0.393559735,0.433467328
17224,ARL6IP4,0.393509436,0.413071583
7720,KCNK9,0.393498848,0.413228572
69070,CCDC126,0.393327841,0.404955776
7927,OCRL,0.393310617,0.413939229
15224,NOXA1,0.393303526,0.411201027
1173,SLC16A3,0.393233914,0.420528848
42706,ISLR2,0.393055936,0.413326308
5280,LINC00208,0.392997418,0.4545634
44800,NPRL3,0.392909276,0.426806407
3088,RNASE6,0.392708756,0.470882724
60023,PODXL2,0.392432145,0.419351876
18326,MIR4746,0.392425541,0.430846018
8575,LOC100129034,0.39241079,0.455669328
1264,BASP1P1,0.392348528,0.549063823
2938,LINC02328,0.392348528,0.549063823
4031,OCIAD2,0.392281867,0.417993629
5028,RYK,0.39196451,0.415082861
27471,ZNF487,0.39196451,0.415082861
22368,ACTN4,0.391957592,0.412801975
57162,PABPN1L,0.391912782,0.440156638
49826,GSDMA,0.39187347,0.443527001
33467,LPCAT3,0.391856767,0.409776395
71912,SLC51B,0.391779969,0.499697835
30721,TRAM1,0.391683174,0.405598153
6521,CRYAA,0.391556657,0.432128979
2318,MYO5A,0.391493958,0.411069824
50269,PLA2G4D,0.391379491,0.444907129
37627,LOC100134040,0.391271822,0.604877139
69,SNHG32,0.391220593,0.433358768
27978,STON1,0.391112734,0.410715694
777,NR4A1,0.391082158,0.417359721
2682,CCL15-CCL14,0.391041232,0.511864513
3183,TBC1D3K,0.391041232,0.511864513
9395,TBC1D3,0.391041232,0.511864513
13685,TBC1D3G,0.391041232,0.511864513
40617,LINC02429,0.391041232,0.511864513
7966,IL37,0.390974312,0.477963542
14983,MS4A18,0.390974312,0.477963542
39481,H2BFM,0.390974312,0.477963542
66683,OTUD6A,0.390974312,0.477963542
71265,OR6Q1,0.390974312,0.477963542
1636,MSTO1,0.390923814,0.449539248
53821,ZZEF1,0.390693263,0.420827565
6237,LINC02028,0.390677329,0.422400768
57837,PLEKHA6,0.390677329,0.422400768
74809,SNORA71D,0.390633519,0.426666127
28561,TRIM66,0.390502149,0.450633667
53296,LINC02069,0.390502149,0.450633667
38204,MAGEA1,0.390414618,0.461305803
22525,RRNAD1,0.390259591,0.412068235
51050,RNY3,0.390259591,0.412068235
1883,RBM10,0.390157025,0.413326308
21237,TMEFF1,0.390049621,0.407653154
26746,WDR83OS,0.390046486,0.42407792
53415,MIR1257,0.390046486,0.42407792
14310,LEPROTL1,0.390011566,0.429046484
11896,VPS33A,0.389789195,0.435281362
38561,LACTB2-AS1,0.389694718,0.407874375
14867,FEN1,0.389564073,0.418647536
4042,MYH10,0.389445171,0.407409573
49319,PPIA,0.38943266,0.409815582
6552,LTBP4,0.389406983,0.445742451
7060,LINC01757,0.3890952,0.51511127
17704,OR5M1,0.3890952,0.51511127
52736,LOC101929645,0.3890952,0.51511127
66180,LINC02145,0.389091877,0.466094477
33128,PILRB,0.389090282,0.454175818
10490,SEZ6L,0.389088293,0.432905435
71720,NRARP,0.389086918,0.411374301
22582,SLC3A2,0.388980672,0.411780411
37277,SNORA52,0.388922324,0.41896623
48654,FNDC4,0.38867237,0.427866671
14805,CYB5D1,0.388578216,0.416436178
68971,STK11,0.388568317,0.41889983
37634,MACROD1,0.388459109,0.418038292
49213,MIR6892,0.388446124,0.406330247
11658,ZNF816-ZNF321P,0.388385179,0.424096715
8702,ZNF559,0.388351445,0.488589619
11903,NCKAP1L,0.388351445,0.488589619
16800,LINC01440,0.388351445,0.488589619
43349,DLGAP1-AS3,0.388149309,0.452066137
48313,MIER2,0.387779565,0.423740962
35365,SCARA3,0.387767375,0.438332794
32511,LINC02080,0.387716013,0.488521069
70535,SNORD114-16,0.387619932,0.589163127
7,ELL,0.387473766,0.410386217
56036,NPHP4,0.387334564,0.413285541
19186,EIF4A1,0.387263826,0.410959853
34550,PFAS,0.387178461,0.42335386
8646,SNORA80D,0.387166843,0.467198905
1299,PLEC,0.387065837,0.415854786
1409,SNORA119,0.387041665,0.445771287
9207,SHPK,0.386973484,0.417723563
55964,MIR193B,0.38694898,0.43648982
62862,LOC100130449,0.38678904,0.424542334
2213,SMOX,0.386697334,0.418645268
38500,SALL1,0.386589324,0.415897371
51692,RAB31,0.38649852,0.429046484
66728,PHLDA3,0.386429436,0.426273963
64932,MIR500B,0.386265429,0.47397041
8156,DNAH1,0.386239884,0.424859305
27762,TCEAL9,0.386239884,0.424859305
239,NDUFA4L2,0.38616213,0.420069263
57920,TAF7,0.385989453,0.431813733
5472,DDHD2,0.385927766,0.420377533
14650,RBCK1,0.385927766,0.420377533
23005,MIR487A,0.385890973,0.474528698
69792,ERGIC1,0.385723866,0.424679552
11744,MIR6871,0.385721416,0.457826799
9460,TSGA13,0.385711545,0.532996868
21311,OR10G2,0.385711545,0.532996868
48713,MYH1,0.385711545,0.532996868
75178,OR6Y1,0.385556496,0.479394906
3284,LRP1-AS,0.385511835,0.447621283
65878,TMEM239,0.385511835,0.447621283
19147,SPDEF,0.385316185,0.438172294
607,LOC100506188,0.385255921,0.463528663
9560,MIR1290,0.385255921,0.463528663
36430,UBQLNL,0.385255921,0.463528663
53860,KBTBD12,0.385255921,0.463528663
15891,LSS,0.385233316,0.416327968
30036,RNF130,0.385226055,0.422674809
11546,MUC5B,0.38507603,0.429783507
24355,ZNF816,0.385043037,0.429957562
9296,GNG10,0.385021544,0.425174387
2924,RBSN,0.385006431,0.416472177
64019,ERICH4,0.384984342,0.46440024
59383,SNORD49A,0.384937001,0.422471954
48217,ZBTB34,0.384756869,0.428392204
60108,CEACAM16,0.384737755,0.469043565
25376,SBDSP1,0.384706081,0.419831521
2241,AFTPH,0.384651949,0.417048262
2279,RPL13A,0.384566488,0.427520665
3594,CNPPD1,0.384547073,0.414951069
38906,CHL1,0.384538689,0.533359506
52745,NORAD,0.384505224,0.4397539
38792,CATSPERZ,0.384501564,0.431775897
22117,PTPRU,0.384419245,0.422584874
58223,NOL12,0.384369999,0.440791593
18827,AP5S1,0.384366577,0.420894303
32034,HNRNPL,0.384340093,0.414890732
7407,TDRD12,0.384306924,0.456694087
2325,CAPRIN2,0.384151858,0.411672695
40692,HID1-AS1,0.384120852,0.445050884
4553,DERL3,0.384028097,0.415061674
3739,LOC105375115,0.383943063,0.461848377
25981,LINC01855,0.383943063,0.461848377
38367,HTT-AS,0.383883257,0.413207472
17815,SCNN1G,0.383792611,0.441824756
11651,CATSPERB,0.383744837,0.501290431
14483,LINC01854,0.383744837,0.501290431
53071,MAP3K20-AS1,0.383744837,0.501290431
53493,PCBD2,0.383706163,0.421658083
27753,TGM7,0.383436919,0.506206938
38327,VTRNA1-2,0.383436919,0.506206938
4565,BFSP1,0.383215195,0.425820398
2666,SAT2,0.383185989,0.437420132
55764,CHST3,0.382976898,0.435247979
30390,DUS2,0.382919088,0.442772066
64721,BMP7-AS1,0.382919088,0.442772066
1741,TPM3,0.382738769,0.488243639
33652,GOLGA3,0.382624646,0.424448498
5714,IMPDH1,0.382612578,0.426571152
31962,TSSK4,0.382559617,0.488141395
34406,TPSD1,0.382559617,0.488141395
48557,SDHAP3,0.382493906,0.443629462
3126,ETV3L,0.382399961,0.470594804
36594,ARMCX1,0.38238311,0.431498674
47333,DCTN3,0.382339397,0.427156185
30349,ZNF623,0.3822877,0.430842484
46111,CARD10,0.3822877,0.430842484
3329,LINC00482,0.382165946,0.434959346
22053,LOC646548,0.382109152,0.435889577
26906,LRRC58,0.382049202,0.420578822
4065,MIR770,0.382010612,0.461305803
26704,LINC00863,0.382002856,0.432757807
70148,PTGFRN,0.382000556,0.428188702
3757,CALHM3,0.381806559,0.466614318
17381,CAPRIN1,0.381771595,0.415019836
41744,MIR8083,0.381634669,0.455182268
17855,UTS2R,0.381487892,0.460137308
50509,EHD2,0.381422261,0.449591492
18824,LINC01679,0.38120028,0.446050032
38086,NNAT,0.38110866,0.450492243
23474,IL17REL,0.381027114,0.445653563
15862,ERI2,0.380954068,0.439039029
46714,LINC02688,0.380954068,0.439039029
47131,ELFN2,0.380828659,0.437230713
